Date,recipient,in_degree
2019-10,io1hp6y4eqr90j7tmul4w2wa8pm7wx462hq0mg4tw,403
2019-10,io16alj8sw7pt0d5wv22gdyphuyz9vas5dk8czk88,56
2019-10,io0000000000000000000000rewardingprotocol,524
2019-11,io16alj8sw7pt0d5wv22gdyphuyz9vas5dk8czk88,55
2019-11,io0000000000000000000000rewardingprotocol,504
2019-11,io1hp6y4eqr90j7tmul4w2wa8pm7wx462hq0mg4tw,373
2019-12,io0000000000000000000000rewardingprotocol,425
2019-12,io1hp6y4eqr90j7tmul4w2wa8pm7wx462hq0mg4tw,332
2019-12,io16alj8sw7pt0d5wv22gdyphuyz9vas5dk8czk88,53
2019-4,io0000000000000000000000rewardingprotocol,61
2019-5,io0000000000000000000000rewardingprotocol,186
2019-5,io1zlhm9t6dk7vfj8x3et2vrmykvy74ex8efvnsf2,94
2019-6,io0000000000000000000000rewardingprotocol,745
2019-6,io16alj8sw7pt0d5wv22gdyphuyz9vas5dk8czk88,126
2019-6,io1zlhm9t6dk7vfj8x3et2vrmykvy74ex8efvnsf2,239
2019-6,io1hp6y4eqr90j7tmul4w2wa8pm7wx462hq0mg4tw,304
2019-7,io0000000000000000000000rewardingprotocol,2915
2019-7,io16alj8sw7pt0d5wv22gdyphuyz9vas5dk8czk88,113
2019-7,io1hp6y4eqr90j7tmul4w2wa8pm7wx462hq0mg4tw,365
2019-7,io17zjv5f97j0d9fp6svqnvf2nf3k4a5pjay9kzp9,2439
2019-8,io0000000000000000000000rewardingprotocol,515
2019-8,io16alj8sw7pt0d5wv22gdyphuyz9vas5dk8czk88,79
2019-8,io1p99pprm79rftj4r6kenfjcp8jkp6zc6mytuah5,50
2019-8,io1hp6y4eqr90j7tmul4w2wa8pm7wx462hq0mg4tw,381
2019-9,io0000000000000000000000rewardingprotocol,506
2019-9,io1hp6y4eqr90j7tmul4w2wa8pm7wx462hq0mg4tw,397
2019-9,io16alj8sw7pt0d5wv22gdyphuyz9vas5dk8czk88,64
2020-1,io1hp6y4eqr90j7tmul4w2wa8pm7wx462hq0mg4tw,315
2020-1,io1xpq62aw85uqzrccg9y5hnryv8ld2nkpycc3gza,71
2020-1,io16alj8sw7pt0d5wv22gdyphuyz9vas5dk8czk88,68
2020-1,io0000000000000000000000rewardingprotocol,509
2020-10,io0000000000000000000000rewardingprotocol,1912
2020-10,io129wzcdwrajpvxzhlchkqdk56xrhspp6pdu43qx,231
2020-10,io108ckwzlzpkhva7cnfceajlu7wu6ql5kq95uat9,138
2020-10,io1c7unwg8h8vph89xwqru4f7zfa4yy5002wxvlrm,53
2020-10,io1gafy2msqmmmqyhrhk4dg3ghc59cplyhekyyu26,143
2020-10,io1hp6y4eqr90j7tmul4w2wa8pm7wx462hq0mg4tw,1188
2020-10,io1k7j6la2hfpsnfvacnj0ksxan4vgnuddtqyzv53,60
2020-10,io1ahh04jn2zkqlug6feh7rpq75a75p3rj42hp4ch,50
2020-10,io1cgzwktxcv2ympehs54lj8lqfg5ewc0ktt45vfm,148
2020-10,io1lwc9nuu3gz3jm65s7u4ylwwyuf34pxq27dfq89,52
2020-10,io000000000000000000000000stakingprotocol,562
2020-10,io1qfvgvmk6lpxkpqwlzanqx4atyzs86ryqjnfuad,53
2020-10,io16alj8sw7pt0d5wv22gdyphuyz9vas5dk8czk88,125
2020-10,io1kwtjyq0n4c4nsfn9egffh55dq4n43klz0u77n7,250
2020-10,io1244vtlht2f6jg5pvm8utk8t860r5nw7m7aguh0,65
2020-10,io1luqa5et8a5gleyk8ldyscz97d7gfgh0ahw09j4,56
2020-11,io000000000000000000000000stakingprotocol,611
2020-11,io0000000000000000000000rewardingprotocol,2344
2020-11,io129wzcdwrajpvxzhlchkqdk56xrhspp6pdu43qx,289
2020-11,io1lwc9nuu3gz3jm65s7u4ylwwyuf34pxq27dfq89,180
2020-11,io1hp6y4eqr90j7tmul4w2wa8pm7wx462hq0mg4tw,1304
2020-11,io14nhfkywdfvl40evgsqnh43ev33q6he8yez8c8a,179
2020-11,io1gafy2msqmmmqyhrhk4dg3ghc59cplyhekyyu26,146
2020-11,io1he2uzmvedelr3q09s00h8fekj7qxtnzsnnweu2,56
2020-11,io1c7unwg8h8vph89xwqru4f7zfa4yy5002wxvlrm,179
2020-11,io196tfsmqtj4qrvq2xrjkjdtkclna53uqedxlpn5,60
2020-11,io1cgzwktxcv2ympehs54lj8lqfg5ewc0ktt45vfm,162
2020-11,io16alj8sw7pt0d5wv22gdyphuyz9vas5dk8czk88,104
2020-11,io1kwtjyq0n4c4nsfn9egffh55dq4n43klz0u77n7,250
2020-11,io1qfvgvmk6lpxkpqwlzanqx4atyzs86ryqjnfuad,173
2020-11,io108ckwzlzpkhva7cnfceajlu7wu6ql5kq95uat9,344
2020-11,io1244vtlht2f6jg5pvm8utk8t860r5nw7m7aguh0,175
2020-11,io1k7j6la2hfpsnfvacnj0ksxan4vgnuddtqyzv53,187
2020-12,io1gafy2msqmmmqyhrhk4dg3ghc59cplyhekyyu26,132
2020-12,io1k7j6la2hfpsnfvacnj0ksxan4vgnuddtqyzv53,145
2020-12,io1he2uzmvedelr3q09s00h8fekj7qxtnzsnnweu2,86
2020-12,io16alj8sw7pt0d5wv22gdyphuyz9vas5dk8czk88,74
2020-12,io1kwtjyq0n4c4nsfn9egffh55dq4n43klz0u77n7,225
2020-12,io129wzcdwrajpvxzhlchkqdk56xrhspp6pdu43qx,290
2020-12,io14nhfkywdfvl40evgsqnh43ev33q6he8yez8c8a,150
2020-12,io1c6axl957ycjxp838ycap69rmstp4f8kgejrhzz,70
2020-12,io1qfvgvmk6lpxkpqwlzanqx4atyzs86ryqjnfuad,84
2020-12,io108ckwzlzpkhva7cnfceajlu7wu6ql5kq95uat9,248
2020-12,io1c6mstsz2nt9273tjt55q8sg0w9pgaytyr9z4rf,57
2020-12,io1lwc9nuu3gz3jm65s7u4ylwwyuf34pxq27dfq89,150
2020-12,io0000000000000000000000rewardingprotocol,2431
2020-12,io1244vtlht2f6jg5pvm8utk8t860r5nw7m7aguh0,93
2020-12,io1hp6y4eqr90j7tmul4w2wa8pm7wx462hq0mg4tw,1221
2020-12,io1c7unwg8h8vph89xwqru4f7zfa4yy5002wxvlrm,132
2020-12,io1cgzwktxcv2ympehs54lj8lqfg5ewc0ktt45vfm,144
2020-12,io1zh88jlem8vvzp9z6t73rs4qd72jnzpm8pv8ndu,54
2020-12,io000000000000000000000000stakingprotocol,407
2020-2,io0000000000000000000000rewardingprotocol,2230
2020-2,io129wzcdwrajpvxzhlchkqdk56xrhspp6pdu43qx,275
2020-2,io1zn9mn4v63jg3047ylqx9nqaqz0ev659777q3xc,1243
2020-2,io16alj8sw7pt0d5wv22gdyphuyz9vas5dk8czk88,91
2020-2,io1xpq62aw85uqzrccg9y5hnryv8ld2nkpycc3gza,210
2020-2,io1hp6y4eqr90j7tmul4w2wa8pm7wx462hq0mg4tw,615
2020-3,io1hp6y4eqr90j7tmul4w2wa8pm7wx462hq0mg4tw,731
2020-3,io16alj8sw7pt0d5wv22gdyphuyz9vas5dk8czk88,71
2020-3,io1sd5c3n8elxzualkqe2h6srgkdkygv79y0z096t,153
2020-3,io1nxqm5xvsy20eve2v9mc35rfrluypwuczd5dkw7,95
2020-3,io129wzcdwrajpvxzhlchkqdk56xrhspp6pdu43qx,222
2020-3,io1xpq62aw85uqzrccg9y5hnryv8ld2nkpycc3gza,234
2020-3,io18e8m26k93r9hy9ww7t38hfgr5fplyqp4q8ah94,59
2020-3,io1hejruuhvn9w044s6gwgeq6yna6g40rwx2wvkuq,311
2020-3,io196tfsmqtj4qrvq2xrjkjdtkclna53uqedxlpn5,92
2020-3,io0000000000000000000000rewardingprotocol,2228
2020-3,io1zn9mn4v63jg3047ylqx9nqaqz0ev659777q3xc,1129
2020-3,io15jlrcdq5vgvww5dl2xe0mygzpz72eax67u7qeh,104
2020-4,io0000000000000000000000rewardingprotocol,895
2020-4,io1xpq62aw85uqzrccg9y5hnryv8ld2nkpycc3gza,194
2020-4,io10jckjex6ms3lvdc34xqn5udjmqvt87upvvcsg7,51
2020-4,io1nxqm5xvsy20eve2v9mc35rfrluypwuczd5dkw7,82
2020-4,io1hp6y4eqr90j7tmul4w2wa8pm7wx462hq0mg4tw,464
2020-4,io129wzcdwrajpvxzhlchkqdk56xrhspp6pdu43qx,85
2020-5,io16alj8sw7pt0d5wv22gdyphuyz9vas5dk8czk88,50
2020-5,io0000000000000000000000rewardingprotocol,1375
2020-5,io1hp6y4eqr90j7tmul4w2wa8pm7wx462hq0mg4tw,539
2020-5,io129wzcdwrajpvxzhlchkqdk56xrhspp6pdu43qx,293
2020-5,io1xpq62aw85uqzrccg9y5hnryv8ld2nkpycc3gza,229
2020-5,io1nxqm5xvsy20eve2v9mc35rfrluypwuczd5dkw7,102
2020-6,io1a0r0dgv77rmswmr7gu0c43790c7qjetpz429fw,68
2020-6,io1hp6y4eqr90j7tmul4w2wa8pm7wx462hq0mg4tw,677
2020-6,io0000000000000000000000rewardingprotocol,2836
2020-6,io129wzcdwrajpvxzhlchkqdk56xrhspp6pdu43qx,530
2020-6,io16alj8sw7pt0d5wv22gdyphuyz9vas5dk8czk88,84
2020-6,io1c6axl957ycjxp838ycap69rmstp4f8kgejrhzz,79
2020-6,io1cef4u3yj75awsep34hcnk4u5f459eghnx97x2y,114
2020-6,io000000000000000000000000stakingprotocol,421
2020-6,io1twgn5wsjhp9dx7t9ekn4llrx40mszr29e4en8x,69
2020-6,io1nxqm5xvsy20eve2v9mc35rfrluypwuczd5dkw7,123
2020-7,io000000000000000000000000stakingprotocol,462
2020-7,io129wzcdwrajpvxzhlchkqdk56xrhspp6pdu43qx,279
2020-7,io1nxqm5xvsy20eve2v9mc35rfrluypwuczd5dkw7,77
2020-7,io1hp6y4eqr90j7tmul4w2wa8pm7wx462hq0mg4tw,720
2020-7,io0000000000000000000000rewardingprotocol,1879
2020-7,io193n9kma6qvx3r90kzrenhv88uxarruaetlhmw7,149
2020-7,io16alj8sw7pt0d5wv22gdyphuyz9vas5dk8czk88,83
2020-8,io000000000000000000000000stakingprotocol,601
2020-8,io0000000000000000000000rewardingprotocol,2426
2020-8,io129wzcdwrajpvxzhlchkqdk56xrhspp6pdu43qx,259
2020-8,io1hp6y4eqr90j7tmul4w2wa8pm7wx462hq0mg4tw,1325
2020-8,io15jlrcdq5vgvww5dl2xe0mygzpz72eax67u7qeh,100
2020-8,io1nxqm5xvsy20eve2v9mc35rfrluypwuczd5dkw7,72
2020-8,io16alj8sw7pt0d5wv22gdyphuyz9vas5dk8czk88,104
2020-9,io1hp6y4eqr90j7tmul4w2wa8pm7wx462hq0mg4tw,1167
2020-9,io0000000000000000000000rewardingprotocol,2121
2020-9,io129wzcdwrajpvxzhlchkqdk56xrhspp6pdu43qx,310
2020-9,io1qfvgvmk6lpxkpqwlzanqx4atyzs86ryqjnfuad,53
2020-9,io1ahh04jn2zkqlug6feh7rpq75a75p3rj42hp4ch,57
2020-9,io1kwtjyq0n4c4nsfn9egffh55dq4n43klz0u77n7,263
2020-9,io14nhfkywdfvl40evgsqnh43ev33q6he8yez8c8a,58
2020-9,io1lwc9nuu3gz3jm65s7u4ylwwyuf34pxq27dfq89,63
2020-9,io1244vtlht2f6jg5pvm8utk8t860r5nw7m7aguh0,64
2020-9,io000000000000000000000000stakingprotocol,630
2020-9,io16alj8sw7pt0d5wv22gdyphuyz9vas5dk8czk88,176
2020-9,io1luqa5et8a5gleyk8ldyscz97d7gfgh0ahw09j4,61
2021-1,io15w9kwskwl9tn7luhcwrj0rarzjp988pafg07uf,76
2021-1,io1f4acssp65t6s90egjkzpvrdsrjjyysnvxgqjrh,3043
2021-1,io1244vtlht2f6jg5pvm8utk8t860r5nw7m7aguh0,111
2021-1,io0000000000000000000000rewardingprotocol,8466
2021-1,io1hp6y4eqr90j7tmul4w2wa8pm7wx462hq0mg4tw,1430
2021-1,io1rqm2keejw4jypgl0w6hr96r054ns63u0hqrfuy,114
2021-1,io1lwc9nuu3gz3jm65s7u4ylwwyuf34pxq27dfq89,159
2021-1,io17rkla3gl5r5my9p4r8zz2q08zvzpl7ljga3xrj,65
2021-1,io1qfvgvmk6lpxkpqwlzanqx4atyzs86ryqjnfuad,100
2021-1,io1j2rwjfcm7jt7cwdnlkh0203chlrtfnc59424xc,161
2021-1,io000000000000000000000000stakingprotocol,630
2021-1,io16alj8sw7pt0d5wv22gdyphuyz9vas5dk8czk88,102
2021-1,io1z2wmt6y74ctc9l4y4ly73gkynp0p4haj2d326m,2661
2021-1,io1c7unwg8h8vph89xwqru4f7zfa4yy5002wxvlrm,310
2021-1,io1k7j6la2hfpsnfvacnj0ksxan4vgnuddtqyzv53,327
2021-1,io1c50xy4rqtz6w7cyc9ng9jx9wxxtgsdvravk44p,315
2021-1,io1cgzwktxcv2ympehs54lj8lqfg5ewc0ktt45vfm,227
2021-1,io108ckwzlzpkhva7cnfceajlu7wu6ql5kq95uat9,272
2021-1,io1ahh04jn2zkqlug6feh7rpq75a75p3rj42hp4ch,55
2021-1,io129wzcdwrajpvxzhlchkqdk56xrhspp6pdu43qx,827
2021-1,io1vzwhmereygw9yvmemhcyyagv6pffywt2yse3s9,54
2021-1,io1zzphznrur03vpe9cqagz9s7xg392us96pxpsa5,562
2021-1,io102t06nzh33vjja0p3cacsh80gzg63pqketxp55,58
2021-1,io1luqa5et8a5gleyk8ldyscz97d7gfgh0ahw09j4,65
2021-1,io1gafy2msqmmmqyhrhk4dg3ghc59cplyhekyyu26,180
2021-1,io1he2uzmvedelr3q09s00h8fekj7qxtnzsnnweu2,136
2021-1,io1kwtjyq0n4c4nsfn9egffh55dq4n43klz0u77n7,386
2021-1,io1wcd67wk36e3r8eku8scv7g7azsfnqs7z3e38xg,53
