sender,tot_transactions,out_degree,in_degree,total_amount,max_amount,min_amount
tz1TDS3hdLzjpCDF4C8eA6xgW23WZKjLyM8t,36652,2087,5,10843782921,89987556,0
tz1NDDfcy9LiQrDWmwvUjnGBHvH636Xwz6MD,71519,2,4,0,0,0
KT1Hkg5qeNhfwpKW4fXvq7HGZB9z2EnmCCA9,4055157,11243,59801,2298179746409,10062500000,0
tz1ZZ4nQHBV122dBxztxYZchKpbimWWD5LY2,99306,125,60,619280604807,708102026,0
KT1ViVwoVfGSCsDaxjwoovejm1aYSGz7s2TZ,501467,12,2170,0,0,0
tz1XFMUQwMMcJ1bMyZMMbuPyH71gEAjVDh4V,62977,937,4,51408523587,240292589,0
tz1Vyuu4EJ5Nym4JcrfRLnp3hpaq1DSEp1Ke,63101,1167,6,62143969303,18057000000,0
tz1grfW18aeMQ5kajyVxM7rewzXhWGLsXUtY,132636,2401,3,195716601860,542270872,1
KT1K9gCRgaLRFKTErYt1wVxA3Frb9FjasjTV,33499,30,8329,0,0,0
tz1cZVbFLhGA3obUjFMamUBknEYUr5rcxX3g,32424,18,2,100000,100000,0
KT1AVbWyM8E7DptyBCu4B5J5B7Nswkq7Skc6,52287,3,501,0,0,0
tz1hvfkpf7HbnE1Rroi7JbyegVjZzu97Yqw6,60250,520,56,133512201235,27000000000,0
tz1VGZPvqytFVAoSAsM8VrUveJdL3PpVy6K9,36378,80,18,48243139879,2500000000,0
tz1NAozDvi5e7frVq9cUaC3uXQQannemB8Jw,389253,5866,3,750679752568,1188199466,1
KT1SS2jUQPvHMfPFXNhmDFPJtAs2cWyAQYct,318018,223,132,191291673336,398051488,0
KT1PSUKkif8KZzSeWdPewWMkx61QBR8VuXsm,176497,1221,1979,979036616940,4500000000,0
KT1GbyoDi7H1sfXmimXpptZJuCdHMh66WS9u,1239385,8235,12597,7031262973254,61875000000,0
tz1dXCHSN8uwnappk4uet1WQeuvbaJog4Jwi,240578,3343,5,198109491550,359143818,1
KT1Lz5S39TMHEA7izhQn8Z1mQoddm6v1jTwH,121511,4,672,0,0,0
tz1TkQCxYhhpzMop7Da6g2tpa1Z2giUbPdqv,117909,1218,18,441437004569,18000000000,0
tz1TDSJ2F9x7m7FfwZDxtqevRJK7xfFi5XUo,37651,2137,3,35995398398,1060005387,0
tz1SGrdsM2EDo7juLo1U3vg2FoMekpkpDJLX,36964,19257,24401,51623126555238,2900000000000,500000
KT1NoozaPXHKZHobxcheTWa1XLSTChUTgBg1,54664,1947,3859,1408530504987,6147271296,0
KT1XjcRq5MLAzMKQ3UHsrue2SeU2NbxUrzmU,224895,11974,14920,5221687804093,25000000000,0
KT1NGTDBKDPMrAYEufb72CLwuQJ7jU7jL6jD,30775,1848,2,154929427479,3085346446,0
KT1C9gJRfkpPbNdBn3XyYbrUHT6XgfPzZqXP,80804,9,1781,0,0,0
tz1LaN1QJGrmPcuAfLvncTLJ3iRzphHpjugu,76472,147,17,15894798681,272598056,0
KT19kCpYFxrNPegMBYKKH44szaqv8offqBRz,30474,1,3,8050355512,150000000,25
KT1XRPEPXbZK25r3Htzp2o1x7xdMMmfocKNW,64830,51,3400,0,0,0
tz1VwmmesDxud2BJEyDKUTV5T5VEP8tGBKGD,149588,33156,8,1495880000,10000,10000
tz1TqU5hwh6CtC8Ps5GYBi7YyawvtKLNCbvQ,92662,1081,4,191078386357,5000000000,0
KT1M5a4bkAHHe2uwgyWCxvHF2u4Y5cpa9ohb,72071,1,2,0,0,0
tz1RV1MBbZMR68tacosb7Mwj6LkbPSUS1er1,237506,3064,25,188092313977,10298330000,1
tz1SZxvD3FHWys9XZEzUZXH6ArzGuNHLUiUJ,51062,51005,5,343300,110000,1
tz1Vs2z88hHRnFLss81M7dXHnbwhZNMDrSgD,121904,67891,23384,128460786370203,1000000000000,1000000
tz1iwMwTE96aHPRunmwqeUpdASepieEy5MDU,35314,1519,2,65215056024,1800000000,1
KT1NUrzs7tiT4VbNPqeTxgAFa4SXeV1f3xe9,110660,3840,4151,555806234944,1467375000,0
tz1c5q1xLQ6kKV5Lgk7DqvVwMVWfik7ARQP4,71031,486,8,585289486954,40000000000,0
tz1VsHt47xnob2e4A99Vx5qEeT2Rd4yUqg5Z,34720,168,35,27849424859,743000000,0
KT1FHewqgFXCjTJbYvLMhWL335ZV1qupN1c2,60181,15,81,0,0,0
KT1NhPZV5Vjj9vBtirup6aSUexySzkBnrpdz,151817,4,607,0,0,0
tz1UQvdfQ2cwyDa6k6U62mkHWeULwBqCcJwN,49873,1415,3,45485275446,184212828,236
tz1hxtCEcD7idQJEDiJEq37vBkoRcwF6KC2X,35325,1046,9,18935393498,250000000,3
tz1RiSGsJwcN6roErVt4D3mfSCYSaWYWP9q8,60948,1169,19,11667961878,28086330,1
KT1XCoGnfupWk7Sp8536EfrxcP73LmT68Nyr,813473,1779,13511,807041867068,243750000,0
tz1gTm7dAYGBNu8QUNYa34UUpiY7NBA7vUSL,76234,106,46,2058555541274,4164000000,0
tz1iVCqjMRG7MfBoFnVjbLQyeLAeJQfLxXze,322222,4471,11,598947545285,7000000000,0
tz1XwtzongALqLRcVfHpbUygpFkMPChN4YiG,39395,291,31,5935660468,140000000,0
tz1ceiboANJ72iqG1g9Xig8vW74JJijv4mb8,44242,440,10,142534038281,17125000000,0
tz1Q8SvcHjBBihikyoEqg7bFCYwQafEU2iqb,41717,110,46,400803396970,2710000000,0
tz1irLxbM6z2xiNccwnAaWoTZSdefTtQBxb4,40531,1587,6,65830489781,12000000000,0
KT1KnuE87q1EKjPozJ5sRAjQA24FPsP57CE3,321113,3020,3168,0,0,0
tz1SebuhdgF39y5JGVKx4k9i2aj99VDG6eST,37066,1038,13,6481799116,1833000000,0
KT1CExkW5WoKqoiv5An6uaZzN6i2Q3mxcqpW,33457,7,1625,83175000000,45000000,0
KT1EpGgjQs73QfFJs9z7m1Mxm5MTnpC2tqse,128541,6812,9009,441188878105,3062500000,0
tz2WsN2BwaGW2YPZynbFREKESceF71RJGv98,52548,2,3,0,0,0
KT1VNEzpf631BLsdPJjt2ZhgUitR392x6cSi,72822,42,1541,0,0,0
tz1e8XGv6ngNoLt1ZNkEi6sG1A39yF48iwdS,778907,2,3,0,0,0
KT1VCrmywPNf8ZHH95HKHvYA4bBQJPa8g2sr,32938,2,886,0,0,0
KT1PRtrP7pKZ3PSLwgfTwt8hD39bxVojoKuX,49407,238,389,92285582866,3159814282,0
KT1LjmAdYQCLBjwv4S2oFkEzyHVkomAf5MrW,118401,3,4692,556199968516,2681250000,0
tz1SEEQNGjxP3SC8biDWMMHwgpYk1aeiQDyJ,31474,147,67,9908623089788,21800000000,0
tz1bDhCGNZLQw1QXgf6MCzo6EtAVSGkqEB11,43484,25307,13863,207298066318244,1106359618007,8
KT1JWnPVJfRrQCqA2ntLZf6zgVphJ1NJCaYi,53736,2,1905,31332000000,50000000,0
tz1MTAmuFmKu3MoxnkVsMj7xvSScj6d83hu5,72046,822,6,48027111855,112528300,0
KT1DuYujxrmgepwSDHtADthhKBje9BosUs1w,37628,1057,1389,1376348116394,19537573304,0
tz1MHDcPPMZsK9mPA8XwUSw5kNqoJG3pXJ2f,47783,12428,5805,161113058540552,1658709000000,1000000
tz1fRXMLR27hWoD49tdtKunHyfy3CQb5XZst,103741,257,114,7313276610,1000000000,0
KT1K4EwTpbvYN9agJdjpyJm4ZZdhpUNKB3F6,228041,6245,8215,13795362705542,488288627348,0
KT1WnkYcBK7gyChXjSvZ4wqE7TqsU5UYL5uS,131295,6,12,0,0,0
tz1PayLDWLg39fbkwKejnT3aijz4QEd5kgt3,42775,1104,3,43411183775,1600000000,1
KT1WX1sPzJDud5mJyq6LVN7ZuCqajtANYZJk,667511,4,911,0,0,0
tz1Ywgcavxq9D6hL32Q2AQWHAux9MrWqGoZC,293076,2647,2,367060750619,636000000,0
KT1U2hs5eNdeCpHouAvQXGMzGFGJowbhjqmo,112111,2052,2677,3436880509246,21619439573,0
KT1GyRAJNdizF1nojQz62uGYkx8WFRUJm9X5,371159,2629,14500,923070000881,3234239351,0
tz1ciwP9ssr7ZkpnKSX5GiyRRYBj64gE8Mf6,46784,137,62,1566574628390,783139209,0
tz1MXjdb684ByEP5qUn5J7EMub7Sr8eBziDe,47649,28001,15096,193615515236232,1106359618007,4
tz1QH3G2btaWc1vRLNsEfx2gHM7Ad81TeRit,34714,854,2,437548248316,4443000000,1
